Tequila Cocoa Caliente	Tequila	Sweet	Chocolate	Pepper	Ingredients: For the Cinnamon-Serrano-Infused Tequila:, 1 (750-milliliter) bottle aged tequila, 2 cinnamon sticks, 1 whole serrano pepper >For the Cocktail: 1 cup milk, 2/3 tablet Mexican table chocolate, about 1 ounce, 1 1/2 ounces cinnamon-serrano reposado tequila, Cinnamon stick, for garnish, Chili pepper, for garnish >Make the Cinnamon-Serrano Tequila: Fill an infusion jar with reposado or añejo tequila and add two cinnamon sticks. After one day, do a taste test to check the flavor and continue infusing if you'd like it to be a little stronger. It should take no more than two or three days. Once the cinnamon is where you like it, add one serrano pepper. This infusion should only take a few hours. Any longer and you risk burning the tequila, making it undrinkable. Test it often until it reaches your preferred level of spice. When the tequila has the ideal flavor blend for you, remove the cinnamon and pepper. Rebottle, label, and store as you would any other tequila. >Make the Tequila Cocoa Caliente: Gather the ingredients. In a small saucepan, heat the milk over medium-low heat. Add the chocolate after you see the first bubbles form. Stir continually until the chocolate melts, keeping the heat moderate. You do not want the milk to come to a boil. Add the tequila and whisk until a light froth is formed. Pour into a warmed mug and garnish with either a cinnamon stick or, for a little extra spice, a small, whole chili pepper. Serve and enjoy.	https://www.thespruceeats.com/thmb/Ry7t7Y_wZQxttSP_lakg6BaBFjo=/940x0/filters:no_upscale():max_bytes(150000):strip_icc()/TequilaHotChocolate-004-5a2eead3eb4d520036f8238e.jpg
Ward Eight Cocktail	Whisky	Sour	Lime juice	Cherry	Ingredients: 2 ounces rye whiskey, 1/2 ounce lemon juice, freshly squeezed, 1/2 ounce orange juice, freshly squeezed, 2 teaspoons grenadine >Garnish: 2 or 3 speared cherries >Steps: Add the rye whiskey, lemon and orange juices and grenadine to a shaker with ice and shake until well-chilled. Strain into a chilled cocktail glass. Garnish with speared cherries.	https://www.liquor.com/thmb/8p5fipkGZ4MLkuWZdpqU4MPPJK4=/720x0/filters:no_upscale():max_bytes(150000):strip_icc()/ward-eight-720x720-primary-251bb5bf70634504829b493c0f21361b.jpg
Buck's Fizz	Champagne	Fruity	Orange juice	Orange	Ingredients: 400 ml Champagne, 200 ml orange juice, Orange twists, to garnish (optional) >Method: Fill 4 flutes with 100ml of chilled Champagne each, then top with orange juice. If you like, serve with an orange twist. 	https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/yellow-cocktail-on-a-bright-background-royalty-free-image-934255782-1567069784.jpg?resize=980:*
Blood and Sand	Whisky	Sour,Fruity	Orange juice	Orange 	Ingredients: 3/4 ounce scotch, 3/4 ounce sweet vermouth, 3/4 ounce Heering cherry liqueur, 3/4 ounce orange juice, freshly squeezed >Garnish: orange peel >Steps: Add the scotch, sweet vermouth, cherry liqueur and orange juice into a shaker with ice and shake until well-chilled. Strain into a chilled coupe or cocktail glass. Garnish with an orange peel.	https://www.liquor.com/thmb/aUPKLoQ6tuasURC1UE3icj5yQBs=/720x0/filters:no_upscale():max_bytes(150000):strip_icc()/blood-and-sand-720x720-primary-a27c8e8da61b410facde9292b600d908.jpg
Orange Creamsicle	Vodka	Sweet	Whipped cream	Orange	Ingredients: 1 1/2 ounces vanilla or whipped cream vodka, 1/2 ounce triple sec, 1 ounce half-and-half, 1 ounce orange juice, Orange slice, for garnish >Steps: Gather the ingredients. In a cocktail shaker filled with ice, pour the vodka, triple sec, half-and-half, and orange juice. Shake Well. Strain into an old-fashioned glass filled with fresh ice. Garnish with an orange slice. Serve and enjoy.	https://www.thespruceeats.com/thmb/V1LLERRV1zA-_IziqvwToLi2PD8=/940x0/filters:no_upscale():max_bytes(150000):strip_icc()/orange-creamsicle-shots-and-cocktails-761037-026-c40ef9727e7545599734fd6941b9a0e8.jpg
Corps Reviver 	Gin	Sour	Lime juice	Orange	Ingredients: 1 ounce gin, 1 ounce lemon juice, 1 ounce Cointreau (or Grand Marnier), 1 ounce dry vermouth, Lillet Blanc or Cocchi Americano, 0,5 teaspoon absinthe >For the garnish: Orange peel or orange wedge >Instructions: Add the gin, lemon juice, Cointreau, dry vermouth, and absinthe to a cocktail shaker. Fill it with ice and shake it until cold. Strain into a cocktail glass. If desired, garnish with an orange peel or orange wedge. 	https://www.acouplecooks.com/wp-content/uploads/2020/08/Corpse-Reviver-No-2-001.jpg
Corps Reviver №2	Gin	Sour	Lime Juice	None	Ingredients: Absinthe, to rinse, 3/4 ounce London dry gin, 3/4 ounce Lillet blanc, 3/4 ounce orange liqueur, 3/4 ounce lemon juice, freshly squeezed >Steps: Rinse the inside of a chilled coupe or cocktail glass with absinthe, discard the excess and set the glass aside. Add the gin, Lillet blanc, orange liqueur and lemon juice into a shaker with ice and shake until well-chilled. Strain into the prepared glass.	https://www.liquor.com/thmb/EmKDyPp2kgSURNkEA7Sh97m0SKw=/720x0/filters:no_upscale():max_bytes(150000):strip_icc()/corpse-reviver-no-2-720x720-primary-2f33e52025414468b25a676c4fd94a27.jpg
Lavender Lemon Drop	Vodka	Savory	Lime Juice	Lavender	Ingredients: 1 teaspoon culinary lavender buds, fresh or dried, 1 tablespoon simple syrup, 2 ounces lemon vodka, 1 ounce freshly squeezed lemon juice, Lavender sprig, for garnish >Steps: Gather the ingredients. In a cocktail shaker, lightly muddle lavender and simple syrup. Add vodka and lemon juice and fill shaker with ice. Shale well. Strain into a chilled cocktail glass. Garnish with a lavender sprig. Serve and enjoy.	https://www.thespruceeats.com/thmb/cLa3lGwOl8wOyW4dp53LKuba2o4=/940x0/filters:no_upscale():max_bytes(150000):strip_icc()/lavender-lemon-drop-recipe-761094-hero-images-2-d01344a0f5534282b9efd880f7fe29aa.JPG
Hemingway Daiquiri	Rum	Sour	Lime Juice	Lime	Ingredients: 2 ounces white rum, 1/2 ounce maraschino liqueur, 3/4 ounce lime juice, freshly squeezed, 1/2 ounce grapefruit juice, freshly squeezed >Garnish: lime wheel >Steps: Add the rum, maraschino liqueur, lime juice and grapefruit juice into a shaker with ice and shake until well-chilled. Strain into a coupe glass. Garnish with a lime wheel.	https://www.liquor.com/thmb/MKvBG3TgTi1Zh6smJCN5g6FD9VU=/720x0/filters:no_upscale():max_bytes(150000):strip_icc()/hemingway-daquiri-720x720-primary-19577c695b654b04bc3cfb22aeed2043.jpg
Orange Blossom	Gin	Smoky	Orange Juice	Orange	Ingredients: 1 ounce gin, 1 ounce sweet vermouth, 1 ounce orange juice, freshly squeezed >Garnish: orange wedge >Steps: Add the gin, sweet vermouth and orange juice into a shaker with ice and shake until well-chilled. Strain into a chilled cocktail glass. Garnish with an orange wedge.	https://www.liquor.com/thmb/8NE_MvdaHiZRr6XS7ML0OJOx5C0=/720x0/filters:no_upscale():max_bytes(150000):strip_icc()/orange-blossom-720x720-recipe-70b85d05c34a4bc381e359cf693c2f79.jpg
Valencia Cocktail	Vodka, Gin	Fruity	Orange Juice	Orange	Ingredients: 500ml orange juice, 100ml vodka, 100ml gin, 1 tsp sugar, 2 limes, sliced, 1 orange, sliced, 500ml sparkling wine >Method: Add the orange juice, vodka, gin, sugar and fruit to a jug. Stir well. Fill 6 glasses with ice and pour over the cocktail. To finish, top up each glass with sparkling wine.	https://realfood.tesco.com/media/images/RFO-1400x919-Agua-mini-mini-fcddd958-38ec-496d-9c06-5ced83581ada-0-1400x919.jpg
Beautiful Cocktail	Brandy	Bitter	Liqueur	none	Ingredient: 1 1/2 ounces cognac, 1 1/2 ounces Grand Marnier >Steps: Collect the required ingredients. Load the brandy and Grand Marnier into the glass of a brandy snifter to make the cocktail. Serve and have fun.	https://www.thespruceeats.com/thmb/eq6UMXH2ytd4ot17IffdW-IgBpQ=/940x0/filters:no_upscale():max_bytes(150000):strip_icc()/cognac-grand-marinier-759411-hero-01-f474599bb4f747d9a903ff9684370d80.jpg
Lita Grey	Gin	Sour	Lime Juice	None	Ingredients: 3/4 ounce gin, 3/4 ounce apricot liqueur., 3/4 ounce sloe gin., 3/4 ounce freshly squeezed lemon juice., 2 ounces Champagne. >Steps: Gather the ingredients. In a cocktail shaker filled with ice, pour the gin, apricot liqueur, sloe gin, and lemon juice. Shake well. Strain into a chilled cocktail glass. Top with Champagne. Sere and enjoy.	https://www.thespruceeats.com/thmb/hRHawd3jrjMOBNbnd3DPZtvSNk8=/940x0/filters:no_upscale():max_bytes(150000):strip_icc()/peches-lita-grey-cocktail-recipe-760034-hero-01-a8e83757966f49018ccec68d88f24148.jpg
Pegu Club	Gin	Fruity	Lime Juice	Orange	Ingredients: 2 ounces gin, 3/4 ounce orange curaçao, 1/2 ounce lime juice, freshly squeezed, 1 dash Angostura bitters, 1 dash orange bitters >Steps: Add the gin, orange curaçao, lime juice, Angostura bitters and orange bitters into a shaker with ice and shake until well-chilled. Double-strain into a chilled cocktail glass.	https://www.liquor.com/thmb/spxGV-pene9SYAUlTEzBvZ_lWjQ=/720x0/filters:no_upscale():max_bytes(150000):strip_icc()/peguclub-720x720-primary-fe4120064a864e6e9965fa4b5c3b971c.jpg
Vodka Tonic	Vodka	Sour	tonic water	Lime	Ingredients: 1,5 ounces (3 tablespoons) vodka, 4 ounces (0,5 cup) tonic water, Ice, for serving (try clear ice!), 1 lemon wedge, 1 lime wedge, plus additional for garnish >Instructions: Fill a highball glass with ice. Pour in the vodka and stir several times. Pour the tonic water onto a bar spoon into the glass (to increase the bubbles). Squeeze in the juice from 1 lemon wedge and 1 lime wedge. Add the squeezed wedges into the drink, then add another lime wedge to the glass as a garnish.	https://www.acouplecooks.com/wp-content/uploads/2020/04/Vodka-Tonic-001.jpg
Apricot Sour	Brandy	Sweet, Sour	Lime juice	Cherry	Ingredients: 2 ounces apricot brandy, 1 lime juice >Garnish: maraschino cherry >Instructions: In a cocktail shaker, pour all of the ingredients. Fill with ice and shake well. Strain into a large old-fashioned glass filled with fresh ice. Garnish with a maraschino cherry.	https://www.thespruceeats.com/thmb/AN345CHZ3dDBvp_qtr05yfGE49g=/940x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/apricot-sour-cocktail-recipe-759410-Hero-01-874491c2f09d4c5796664a60b19fc89e.jpg
Devil's Punch	Tequila	Sweet	Orange juice	Orange	"Ingredients: 2 ounces tequila, 1 ounce orange liqueur, 1 ounce limoncello, 1 dash orange juice >Garnish: orange slices >Instructions: In a cocktail shaker, pour all of the ingredients. Fill with ice and shake well. Strain into a highball glass over fresh ice. Garnish with an orange slice."""	https://www.thespruceeats.com/thmb/vpYxsKB46vBjXoGFl3weQM7HlnA=/940x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/devils-punch-recipe-760813-hero-01-611c7fc8d5bc4b769229003f556c86c3.jpg
Scotch Sour	Whisky	Sour	Lemon juice	None	Ingredients: 1 1/2 ounces blended Scotch whisky, 3/4 ounce freshly squeezed lemon juice >Instructions: In a cocktail shaker filled with ice, pour the scotch and lemon juice.s. Fill with ice and shake well. Strain into an old-fashioned glass filled with fresh ice. Serve and enjoy.	https://www.thespruceeats.com/thmb/DUKNjgfkdXnfEh94ZHaWeJDtZlk=/940x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/scotch-sour-recipe-761495-hero-bc17ec74166e49b08938a3da4972f0a3.jpg
Citrus Fizz	None	Sour	Orange juice, Lemon juice	Orange	Ingredients: 1/4 cup orange juice, 1/4 cup lemon juice, 2 tablespoons lime juice, 1 teaspoon grenadine, 1 small or medium egg, 2 to 4 tablespoons sparkling water, to taste >Garnish: Orange slice >Instructions: In a cocktail shaker without ice, add the juices, grenadine, and egg and shake well. Fill the shaker with ice and shake vigorously for about 30 seconds. Strain into a chilled collins glass. Top off with sparkling water and stir gently. Garnish with an orange slice. Serve and enjoy.	https://www.thespruceeats.com/thmb/UbfL8t669xavi83hZoMrqzVVlgE=/940x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/pussyfoot-non-alcoholic-759779-hero-01-d28766a866b7493194504738b4d9a49f.jpg
Lemon Cake	Cream Liqueur	Sour	None	None	Ingredients: 3 ounces Cream Liqueur, 1 ounce limoncello >Instructions: In a cocktail shaker, pour the RumChata (Cream Liqueur) and limoncello, then fill with ice. and shake well. Strain into an old-fashioned glass filled with fresh ice. Serve and enjoy.	https://www.thespruceeats.com/thmb/MBiNbzqYSSOB1MtkMxpI8h3D62U=/940x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/rumchata-lemon-cake-mixed-drink-recipe-759158-hero-01-aa676987b5684a9fa69ab1cb8573cd96.jpg
Greyhound 	Vodka	Bitter	Grapefruit juice	Lemon	Ingredients: 2 ounces vodka, or gin, 4 ounces grapefruit juice >Garnish: Lemon wedge >Instructions: Pour the vodka and grapefruit juice into a collins glass filled with ice cubes. Stir well. Garnish with a lemon or lime wedge. Serve and enjoy.	https://www.thespruceeats.com/thmb/io90rX98GlkeuFP1xSDeibhPm4o=/940x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/greyhound-cocktail-recipe-759306-hero-01-680428b9f8d24389a2b547a52f3c279d.jpg
Fuzzy Navel	Schnaps	Sweet	Orange juice 	Orange	Ingredients: 1 1/2 ounces peach schnapps (or any peach liqueur), 4 1/2 ounces orange juice >Garnish: Orange slice >Instructions: Pour the peach schnapps into a highball glass filled with ice cubes. Top with orange juice. Stir well. Grnish with an orange slice. Serve and enjoy.	https://www.thespruceeats.com/thmb/YJMRt6VQpVANQEKLk-Gf2H3FZQA=/940x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/_fuzzy-navel-cocktail-759298-hero-5bc4e64c46e0fb0026baa588.jpg
Navy Grog	Rum	Bitter	Sparkling soda 	Orange	Ingredients: 1 ounce dark rum, 1 ounce demerara rum, 1 ounce white rum, 3/4 ounce lime juice, 3/4 ounce white grapefruit juice, 1 ounce honey syrup, 2 ounces club soda, or to taste >Garnish: Cherry, Orange slice >Instructions: Pour the rums, juices, and syrup into a cocktail shaker, and fill with ice. Shake well. Strain into a collins glass filled with fresh ice. Garnish with an orange slice and cherry skewer. Serve and enjoy.	https://www.thespruceeats.com/thmb/wW7lePTxv5fuOswYrCqEku9QyJs=/940x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/navy-grog-recipe-760472-hero-01-54978adf94aa43e2b191635a67a58157.jpg
Mulled Wine	Wine	Sweet	None	Orange	Ingredients: 2 bottles dry red wine, 1/2 cup corn syrup, or golden syrup, 1/2 cup honey, 1/2 cup water, 1/2 cup orange peel, 1 stick cinnamon, 1/4 teaspoon ground allspice, 1/2 teaspoon ground nutmeg >Instructions: Combine both bottles of wine, corn syrup, honey, water, orange peel, cinnamon stick, allspice and nutmeg in a 4-quart crock pot and stir well to combine. Cover the slow cooker and cook on low for 2 1/2 hours, stirring once during cooking. Remove orange peel and cinnamon stick before serving, if desired. Place a thin orange slice in the bottom of each mug and spoon the hot wine over the orange using a large ladle.	https://www.thespruceeats.com/thmb/RN2o662cCA4Sbve_RBoDyDTknSU=/940x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/GettyImages-545878915-585082c03df78c491ef4e783.jpg
Screwdriver	Vodka	Sweet	Orange juice 	None	Ingredients: 2 ounces vodka, 5 ounces orange juice >Instructions: Pour vodka into a highball glass filled with ice. Top with orange juice.	https://www.thespruceeats.com/thmb/Gz-TQVAbfx4yZU8HmbuDMuivsS8=/940x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/horny-bull-recipe-760828-hero-03-e91a693e246947619a04ddd9748081ed.jpg
Cantarito	Tequila	Sour	Sparkling soda 	Orange	Ingredients: Coarse salt, for optional rim, 1 1/2 ounces tequila, 1/2 ounce lime juice, 1/2 ounce lemon juice, 1/2 ounce orange juice, 4 to 6 ounces grapefruit soda >Garnish: Lemon, lime, or orange wedge >Instructions: If you like, rim a collins glass with salt after wetting the rim with a citrus wedge. Fill the glass with ice and add the tequila and juices. Top it off with grapefruit soda. Garnish with a wedge of citrus fruit. Serve and enjoy.	https://www.thespruceeats.com/thmb/R_IrdgZxQU1YXFTnpUJsidJePMs=/940x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/cantarito-cocktail-recipe-760805-hero-01-ee40bedfa6964001a836d61fd081f83b.jpg
Mimosa	Wine	Sweet	Orange juice	None	Ingredients: 1 (750-milliliter) bottle sparkling wine, cava, prosecco, Champagne, or other bubbly, 6 cups orange juice >Instructions: Pour an ounce of chilled sparkling wine or Champagne into a champagne flute, under 1/3 of the way full. Serve and enjoy.	https://www.thespruceeats.com/thmb/fCQgLqCScka-rZ6jR1LPHijYP9M=/940x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/basic-mimosa-recipe-3511118-hero-01-49f9c714af1b4231a9417b450b3e66b4.jpg
New Orlean Fizz	Gin	Sweet	Lemon juice	Whipped cream 	Ingredients: 1 1/2 ounces gin, 2 ounces cream, 1 1/4 ounces simple syrup, 1/2 ounce freshly squeezed lemon juice, 1/2 ounce freshly squeezed lime juice, 1 small or medium egg white, 2 dashes fleurs d'orange (orange flower water), 1 to 2 ounces club soda, to taste >Instructions: In an cocktail shaker, pour gin, cream, simple syrup, lemon and lime juices, egg white, and fleurs d'orange. Dry shake without ice. Fill shaker with ice. Shake vigorously again (more than normal to ensure egg and cream are well mixed and drink is silky). Strain into a chilled highball glass. Top with club soda.	https://www.thespruceeats.com/thmb/cTebExrjcicrWEabSeOrJM2mySM=/940x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/new-orleans-fizz-recipe-759326-hero-01-7fcfa67f5f87455096dd003255983bab.jpg
Melon Patch	Vodka	Bitter	Sparkling soda 	Orange	Ingredients: 2 ounces vodka, 1 ounce melon liqueur, 1/2 ounce triple sec, 4 ounces club soda, to taste >Garnish: Orange slice >Instructions: Pour the vodka, melon liqueur, and triple sec into a cocktail shaker with ice cubes. Shake well. Strain into a highball glass with ice cubes. Fill with club soda. Garnish with an orange slice. Serve and enjoy.	https://www.thespruceeats.com/thmb/5cmXncuSu22KCsVMLQKJebtXR_I=/940x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/MelonPatch-142941198-5828be8a5f9b58d5b112edc2.jpg
Sea Breeze	Vodka	Bitter	Grapefruit juice	Grapefruit 	Ingredients: 1 1/2 ounces vodka, 3 ounces cranberry juice, 1 ounce grapefruit juice >Garnish: 1/2 grapefruit slice >Instructions: In a highball glass filled with ice cubes, pour the vodka and fruit juices. Stir well. Garnish with a grapefruit slice. Serve and enjoy.	https://www.thespruceeats.com/thmb/jCagW_ZKLeltJJl605wkrVjAgRQ=/940x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/sea-breeze-cocktail-recipe-760599-hero-01-74eceed1b89e4c2c9df8ac33aceef19c.jpg
Abbey	Gin	Bitter, Herbaceous	Orange juice 	Orange	Ingredients: 1 1/2 ounces gin, 3/4 ounce Lillet Blanc, 3/4 ounce orange juice, 2 dashes orange bitters >Garnish: Maraschino cherry >Instructions: In a cocktail shaker, pour the gin, Lillet Blanc, orange juice, and orange bitters. Fill with ice. Shake well. Strain into a chilled cocktail glass. >Garnish with the cherry. Serve and enjoy.	https://www.thespruceeats.com/thmb/sPI-TERmLmkqGXrAZwFxbziDP0Q=/940x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/WillRogersCocktail-498373867-56a1741b3df78cf7726ac651.jpg
Cucumber Collins	Vodka	Sour	Syrup 	Cucumber 	Ingredients: 2 slices cucumber, quartered, 2 slices lime, quartered, 1 ounce simple syrup, 1 1/2 ounces gin, or vodka, 3 to 4 ounces seltzer, to taste >Garnish: Cucumber ribbons, lime or mint >Instructions: In a cocktail shaker, add the cucumber, lime, and simple syrup. Muddle well to release all the fruit juices. Add the gin, fill the shaker with ice, and shake well. Strain into a tall glass filled with fresh ice and cucumber ribbons. Top with seltzer. Garnish with a lime slice and mint sprig. Serve and enjoy.	https://www.thespruceeats.com/thmb/plmeRgXFIkeYljhw-40dozV17NA=/940x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/CucumberCollins-001-97928d821c68449096f4b1c55453c173.jpg
White Wine Sangria	Wine	Fruity	Lime juice	Orange, Lime	Ingredients: 3 medium oranges, cut into wedges, or 1 cup orange juice, 1 lemon (2 3/8 inch diameter), cut into wedges, 1 lime, cut into wedges, 1 (750 milliliter) bottle white wine, chilled, 2 ounces brandy, optional, 2/3 cup white sugar, 2 cups club soda, or ginger ale >Instructions: Squeeze the juice from the citrus wedges into the pitcher. If possible, remove the seeds and toss in the wedges. If you're using orange juice instead, add it to the pitcher. Pour the white wine into the pitcher with the fruit. If using, add the brandy and the sugar. Stir very well to ensure that all of the sugar is dissolved. If not serving right away, place it in the fridge. Add the ginger ale or club soda just before serving so the sangria retains its sparkle. Serve cold and enjoy.	https://www.thespruceeats.com/thmb/8yO8DAJh1yTrEwtjFguTAxWwsCo=/940x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/simple-white-wine-sangria-recipe-3511043-hero-01-98d12375001e47bda851d739efb837c9.jpg
Cranberry Mule	Vodka	Sweet, Spicy	Lime juice	Lime	Ingredients: 1 package cranberries (fresh), 1/2 cup sugar (granulated), 1 cup water, 3/4 cup lime juice (freshly squeezed), 1 cup vodka, 3 cups ginger beer >Garnish: lime wedges and fresh cranberries >Instructions: Add the fresh cranberries to a small saucepan. Turn on the heat and add the granulated sugar and water. Stir to combine and allow to come to a boil. Once the cranberries are soft (about 5 to 10 minutes), turn off the heat. Let cool to lukewarm. Strain the cranberries over a fine-mesh sieve. Allow the cranberry mixture to completely cool before making the cocktails. Stir the fresh cranberry juice, lime juice, and vodka in a large pitcher. Slowly add the ginger beer and gently stir. If making a single-serve cocktail, use about 2 ounces of vodka, 1 tablespoon of fresh lime juice, and top with ginger beer. Make sure to serve over ice in copper mugs. They not only look pretty but keep the cocktail super cold. Garnish with lime wedges and fresh cranberries.	https://www.thespruceeats.com/thmb/saiRav2YSjUgo6D8vgx31Jy6SSw=/940x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/cranberry-moscow-mule-5855c9ab5f9b586e02c231e8.jpg
Papaya Smash	Tequila	Sweet	Lime juice	None	Ingredients: 2 papaya slices, divided, 3/4 ounce agave nectar, 1 1/2 ounces añejo tequila, 1/2 ounce Aperol, 3/4 ounce freshly squeezed lime juice, 1/2 ounce freshly squeezed orange juice >Instructions: In a mixing glass or cocktail shaker, add 1 slice of fresh papaya and the agave nectar. Muddle to release the papaya's flavor. Add the tequila, Aperol, and lime and orange juices. Fill with ice and shake. Strain over fresh ice in an old-fashioned glass.	https://www.thespruceeats.com/thmb/5uS-i8Ev8VsBtIToGXjolwmnUZg=/940x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/PapayaSmash-177797469-56a172ee3df78cf7726abd08.jpg
Orange Shandy	Beer	Sweet	Orange juice 	Orange	Ingredients: 6 ounces wheat ale, or lager beer, 1 cup sugar, 1/4 cup fresh basil leaves, 1/4 cup fresh rosemary leaves, 2 (2-inch) pieces orange peel, 4 cups freshly squeezed orange juice >Instructions: In a small saucepan, bring 1 cup of water to a boil. Stir in the sugar until it is completely dissolved. Reduce the heat and add the rosemary, basil, and orange peel. Cover and simmer for 15 minutes. Remove from the heat and allow the syrup to cool completely, keeping the pan covered. Strain out the herbs and peel. Combine the syrup, orange juice, and 2 cups of water in a pitcher. Stir and chill in the refrigerator for at least 2 hours. Serve the orangeade within a few days. Combine the syrup, orange juice, and 2 cups of water in a pitcher. Stir and chill in the refrigerator for at least 2 hours. Serve the orangeade within a few days. Top with beer	https://www.thespruceeats.com/thmb/0qu0tWQOSRukD6jiWnJYb3GRccw=/940x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/OrangeShandy-010-5c90056a46e0fb000187a368.jpg
Zipper	Vodka	Fruity	Sparkling soda 	Cherry	Ingredients: 1 ounce vodka, 1 ounce black raspberry liqueur, 1 ounce lemon-lime soda, Fresh berries, for garnish >Garnish: Mint sprig >Instructions: Build the ingredients in a chilled old-fashioned glass with ice. Garnish with berries and mint. Serve and enjoy.	https://www.thespruceeats.com/thmb/Czd1WPViWAJFFE8_mb9v45piM8c=/940x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/_zipper-cocktail-recipe-759867-hero-01-5bca3ef846e0fb00514a52c1.jpg
Sunrise	Gin	Sweet	Orange juice	Grenaldine	Ingredients: 2 ounce gin, 1 4 to 6 ounces orange juice, 1/2 to 1 ounce grenadine, to taste >Garnish: Orange slice >Instructions: Fill a tall glass with ice and orange juice and gin, leaving a little room at the top. Slowly pour grenadine over the juice. It will sink to the bottom and slowly rise to the top as you drink. Garnish with an orange slice. Serve and enjoy.	https://www.thespruceeats.com/thmb/XoG2r1iCnPC2sK8Kpr-nVRMrsO8=/940x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/sweet-sunrise-brunch-mocktail-760380-hero-1-0741801d7bfb4317ab3c0ee2c0ad41a2.jpg
Orange Fizz	Beer	Bitter	Orange juice	Orange	Ingredients: 1 6-ounce can frozen orange juice concentrate, 1 liter ginger ale >Garnish: 1 medium orange, thinly sliced >Instructions: Combine the orange juice concentrate and ginger ale in a large pitcher. Stir to blend. Place a few ice cubes in each of 4 glasses. Pour orange juice mixture into glasses, then garnish with orange slices.	https://www.thespruceeats.com/thmb/qtJn71TKKp_ZmW9jtFE3UrymLys=/940x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/orange-fizz-drink-recipe-3051543-hero-images-2-ec4756ca6a8c42d790759634c3e48e9f.jpg
Copycat Caramel Frappuccino	None	Sweer	Coffee	Whipped cream 	Ingredients: 1 tablespoon instant coffee, 2 tablespoons water, divided, 1/2 teaspoon xanthan gum, 1 cup whole milk, 4 tablespoons caramel sauce or syrup, plus more for garnish, 6 ice cubes >Garnish: Whipped cream >Instructions: In a small dish, add the instant coffee and 1 tablespoon of water. Mix until the coffee is dissolved. In a separate dish, combine the xanthan gum and 1 tablespoon of water, mixing it into a lumpy paste. In a blender, add the instant coffee concentrate, xanthan gum paste, milk, caramel sauce or syrup, and ice cubes. Pulse a few times then blend until smooth. Pour into one or two glasses. Garnish with whipped cream and a drizzle of caramel sauce. Serve and enjoy.	https://www.thespruceeats.com/thmb/QcYETvWfW4Td8urQ5QHP_utIABE=/940x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/opycat-starbucks-caramel-frappuccino-recipe-5093263-090-9afdda809301406da0fc182bf3b0eeee.jpg
Spritzer Mocktail	None	Sweet	Sparkling soda 	None	Ingredients: 1 medium red bell pepper, 5 leaves fresh sweet basil, 3 tablespoons freshly squeezed lemon juice,1 tablespoon agave nectar, 10 ounces ginger ale (Sparkling water) >Garnish: 2 lemon wheels, 2 sprigs fresh thyme, optional >Instructions: Cut two thin strips of pepper and reserve for an optional garnish. Cut the remaining pepper into large chunks. Add the bell pepper chunks to the bottom of a cocktail shaker. Tear the basil leaves as you drop them in, and add the fresh-squeezed lemon juice and agave nectar. Muddle very well to juice the bell pepper as much as possible. Fill the shaker with ice and shake vigorously for 30 seconds. Strain equal parts into two collins glasses filled with fresh ice cubes. Top with ginger ale. Garnish each glass with a lemon wheel, red pepper slice, and sprig of thyme, if desired.	https://www.thespruceeats.com/thmb/PLnwn73bZC1vZNAphgaHpVDMU18=/940x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/sweet-pepper-spritzer-mocktail-recipe-5206259-hero-1-60febb2301ba4e64822ecbb8af1f6f59.jpg
Kir	Wine	Fruity	Syrup 	None	Ingredients: 1/4 ounce crème de cassis liqueur (or syrup), 5 ounces dry white wine, chilled >Instructions: In a wine glass, pour the crème de cassis. Slowly add the dry white wine. Serve and enjoy.	https://www.thespruceeats.com/thmb/wL5nBlb1RthqxNbbj90mymZKpK8=/940x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/kir-and-kir-royale-recipe-759312-Hero-01-4a0da687c2634435a851f9e9dab21b9a.jpg
